id,title,description,link,image_link,availability,price,brand,mpn,google_product_category
agenda-us-2025,"The 100-Year Agenda","To preserve the story of a lifetime. The perfect gift for expecting parents.",https://100-year-agenda.com/,https://100-year-agenda.com/front_cover.png,in stock,21.08 USD,"The 100-Year Agenda",100-YEAR-AGENDA-2025,604
