id,title,description,link,image_link,availability,price,brand,mpn,google_product_category
agenda-fr-2025,"L'Agenda de 100 Ans","Pour préserver le récit de toute une vie. Le cadeau idéal pour de futurs parents.",https://100-year-agenda.com/fr/,https://100-year-agenda.com/front_cover.png,in stock,17.49 EUR,"The 100-Year Agenda",100-YEAR-AGENDA-2025,604
